trip_id,trip_date,trip_day,is_weekend,trip_hour,weather,pickup_city,pickup_location,drop_location,cab_type,distance_km,travel_time_min,fare,fuel_cost,profit,payment_method,driver_id,driver_rating,customer_rating,surge_multiplier
23797,2025-11-18,Tuesday,0,20,Sunny,Hyderabad,Begumpet,Ameerpet,Bike,2.08,4,24.96,4.16,20.8,Cash,1322,4.3,3.3,1.5
23798,2025-11-16,Sunday,1,12,Sunny,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,Sedan,17.46,41,279.36,87.3,192.06,UPI,1096,4.8,4.2,1.0
23799,2026-03-12,Thursday,0,11,Sunny,Hyderabad,Jubilee Hills,Hitech City,SUV,3.4,8,68.0,23.8,44.2,Credit Card,1116,4.5,4.7,1.0
23800,2026-05-13,Wednesday,0,10,Sunny,Hyderabad,Hitech City,Madhapur,Sedan,1.61,3,38.64,8.05,30.59,Debit Card,1173,5.0,3.8,1.5
23801,2026-05-30,Saturday,1,12,Sunny,Hyderabad,Kukatpally,Jubilee Hills,Sedan,6.93,16,110.88,34.65,76.23,Cash,1124,3.9,4.9,1.0
23802,2026-02-16,Monday,0,20,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Charminar,Auto,14.26,34,213.9,42.78,171.12,UPI,1345,3.9,4.3,1.5
23803,2025-11-13,Thursday,0,8,Sunny,Hyderabad,Rajiv Gandhi International Airport,Uppal,Auto,22.93,55,343.95,68.79,275.16,Debit Card,1405,4.1,5.0,1.5
23804,2025-12-26,Friday,0,8,Cloudy,Hyderabad,Charminar,Begumpet,Bike,9.16,21,109.92,18.32,91.6,Cash,1368,4.1,4.6,1.5
23805,2025-10-25,Saturday,1,18,Rainy,Hyderabad,Kukatpally,Ameerpet,SUV,8.18,19,278.12,57.26,220.86,Credit Card,1423,4.9,3.6,1.7
23806,2026-06-07,Sunday,1,9,Sunny,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,Auto,28.34,68,425.1,85.02,340.08,Wallet,1267,3.7,4.0,1.5
23807,2026-07-31,Friday,0,15,Rainy,Hyderabad,Secunderabad,Miyapur,Mini,16.36,39,235.58,65.44,170.14,Credit Card,1015,4.4,4.6,1.2
23808,2025-11-01,Saturday,1,1,Sunny,Hyderabad,Charminar,Dilsukhnagar,Mini,5.37,12,64.44,21.48,42.96,Cash,1148,4.3,4.2,1.0
23809,2026-03-11,Wednesday,0,12,Cloudy,Hyderabad,Charminar,Jubilee Hills,Mini,10.65,25,127.8,42.6,85.2,UPI,1228,4.0,3.1,1.0
23810,2025-10-13,Monday,0,15,Cloudy,Hyderabad,Hitech City,Rajiv Gandhi International Airport,Auto,23.16,55,231.6,69.48,162.12,UPI,1209,3.6,4.2,1.0
23811,2026-04-19,Sunday,1,21,Cloudy,Hyderabad,Begumpet,Miyapur,Auto,13.12,31,196.8,39.36,157.44,Cash,1469,4.1,4.9,1.5
23812,2025-10-21,Tuesday,0,11,Rainy,Hyderabad,Gachibowli,LB Nagar,Sedan,24.0,57,460.8,120.0,340.8,Credit Card,1201,4.8,3.9,1.2
23813,2026-06-21,Sunday,1,15,Sunny,Hyderabad,Miyapur,Uppal,Sedan,23.8,57,380.8,119.0,261.8,Wallet,1134,4.7,4.8,1.0
23814,2026-01-30,Friday,0,11,Sunny,Hyderabad,Jubilee Hills,LB Nagar,SUV,18.17,43,363.4,127.19,236.21,Debit Card,1367,4.1,4.4,1.0
23815,2026-04-14,Tuesday,0,9,Cloudy,Hyderabad,Secunderabad,Begumpet,Bike,3.39,8,40.68,6.78,33.9,UPI,1435,3.6,4.2,1.5
23816,2026-01-02,Friday,0,20,Rainy,Hyderabad,Kukatpally,Banjara Hills,Bike,10.02,24,136.27,20.04,116.23,Cash,1308,4.2,3.2,1.7
23817,2025-11-08,Saturday,1,10,Rainy,Hyderabad,Uppal,Gachibowli,Mini,22.65,54,462.06,90.6,371.46,Debit Card,1356,4.6,3.9,1.7
23818,2026-03-23,Monday,0,10,Sunny,Hyderabad,Kukatpally,Gachibowli,SUV,8.1,19,243.0,56.7,186.3,Credit Card,1132,4.9,4.9,1.5
23819,2026-01-17,Saturday,1,17,Cloudy,Hyderabad,Ameerpet,Gachibowli,Sedan,10.56,25,168.96,52.8,116.16,Debit Card,1309,3.8,3.8,1.0
23820,2025-08-23,Saturday,1,18,Cloudy,Hyderabad,Kukatpally,Jubilee Hills,Sedan,6.93,16,166.32,34.65,131.67,Debit Card,1133,4.0,3.7,1.5
23821,2026-02-08,Sunday,1,18,Rainy,Hyderabad,Kukatpally,Madhapur,Bike,5.22,12,70.99,10.44,60.55,Credit Card,1244,3.9,4.1,1.7
23822,2026-05-28,Thursday,0,19,Rainy,Hyderabad,Banjara Hills,Ameerpet,SUV,2.92,7,99.28,20.44,78.84,Credit Card,1289,4.2,3.3,1.7
23823,2026-03-29,Sunday,1,14,Cloudy,Hyderabad,Ameerpet,Kukatpally,Auto,8.18,19,81.8,24.54,57.26,Debit Card,1072,3.7,3.5,1.0
23824,2026-06-09,Tuesday,0,19,Cloudy,Hyderabad,LB Nagar,Kukatpally,Sedan,23.13,55,555.12,115.65,439.47,Wallet,1190,4.3,3.9,1.5
23825,2026-07-03,Friday,0,14,Sunny,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,Bike,17.46,41,139.68,34.92,104.76,Cash,1292,4.6,4.4,1.0
23826,2026-07-08,Wednesday,0,9,Rainy,Hyderabad,Ameerpet,Kukatpally,SUV,8.18,19,278.12,57.26,220.86,Cash,1409,4.4,4.1,1.7
23827,2026-07-15,Wednesday,0,21,Rainy,Hyderabad,Miyapur,Madhapur,SUV,6.56,15,223.04,45.92,177.12,Credit Card,1470,4.2,4.0,1.7
23828,2026-06-16,Tuesday,0,18,Sunny,Hyderabad,Uppal,Ameerpet,SUV,12.28,29,368.4,85.96,282.44,Credit Card,1111,3.8,4.8,1.5
23829,2026-02-15,Sunday,1,1,Sunny,Hyderabad,Rajiv Gandhi International Airport,Miyapur,Mini,29.45,70,353.4,117.8,235.6,Debit Card,1326,4.5,4.3,1.0
23830,2026-06-01,Monday,0,9,Cloudy,Hyderabad,Dilsukhnagar,LB Nagar,Bike,3.88,9,46.56,7.76,38.8,Wallet,1293,4.2,4.3,1.5
23831,2026-05-28,Thursday,0,20,Rainy,Hyderabad,Dilsukhnagar,LB Nagar,Auto,3.88,9,65.96,11.64,54.32,Wallet,1429,4.9,3.1,1.7
23832,2025-11-08,Saturday,1,19,Rainy,Hyderabad,Banjara Hills,Kukatpally,Bike,10.02,24,136.27,20.04,116.23,UPI,1410,5.0,3.5,1.7
23833,2026-06-17,Wednesday,0,10,Sunny,Hyderabad,Hitech City,Secunderabad,Mini,12.87,30,231.66,51.48,180.18,Credit Card,1492,4.5,3.1,1.5
23834,2026-06-07,Sunday,1,20,Rainy,Hyderabad,Gachibowli,Kukatpally,Auto,8.1,19,137.7,24.3,113.4,Debit Card,1241,4.9,4.8,1.7
23835,2025-12-11,Thursday,0,10,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Uppal,Bike,22.93,55,275.16,45.86,229.3,Credit Card,1281,3.6,3.3,1.5
23836,2026-05-08,Friday,0,21,Cloudy,Hyderabad,Miyapur,Uppal,Bike,23.8,57,285.6,47.6,238.0,Cash,1129,4.2,4.7,1.5
23837,2025-12-04,Thursday,0,8,Cloudy,Hyderabad,Madhapur,Ameerpet,Auto,6.15,14,92.25,18.45,73.8,Debit Card,1309,3.7,4.2,1.5
23838,2026-06-30,Tuesday,0,20,Cloudy,Hyderabad,Begumpet,Kukatpally,Mini,9.08,21,163.44,36.32,127.12,UPI,1343,4.7,4.1,1.5
23839,2026-07-28,Tuesday,0,6,Sunny,Hyderabad,Charminar,Dilsukhnagar,Bike,5.37,12,42.96,10.74,32.22,Cash,1201,4.7,4.6,1.0
23840,2025-10-23,Thursday,0,5,Rainy,Hyderabad,Madhapur,Ameerpet,Auto,6.15,14,73.8,18.45,55.35,UPI,1185,4.0,4.9,1.2
23841,2025-11-27,Thursday,0,13,Rainy,Hyderabad,Hitech City,Kukatpally,Bike,6.16,14,59.14,12.32,46.82,UPI,1340,3.8,4.6,1.2
23842,2026-02-04,Wednesday,0,22,Sunny,Hyderabad,Kukatpally,Jubilee Hills,Sedan,6.93,16,110.88,34.65,76.23,Debit Card,1197,4.5,4.0,1.0
23843,2026-05-09,Saturday,1,10,Sunny,Hyderabad,Dilsukhnagar,Miyapur,SUV,22.84,54,685.2,159.88,525.32,Cash,1073,4.3,4.1,1.5
23844,2026-01-27,Tuesday,0,10,Sunny,Hyderabad,Jubilee Hills,LB Nagar,Bike,18.17,43,218.04,36.34,181.7,Cash,1421,4.1,4.0,1.5
23845,2026-07-20,Monday,0,9,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Begumpet,Mini,22.89,54,412.02,91.56,320.46,Wallet,1113,4.9,3.4,1.5
23846,2025-08-25,Monday,0,9,Rainy,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Auto,22.89,54,389.13,68.67,320.46,Cash,1472,3.9,4.0,1.7
23847,2025-12-21,Sunday,1,20,Rainy,Hyderabad,LB Nagar,Charminar,Sedan,8.42,20,229.02,42.1,186.92,Cash,1467,4.9,5.0,1.7
23848,2026-06-21,Sunday,1,22,Sunny,Hyderabad,Kukatpally,Dilsukhnagar,Bike,19.26,46,154.08,38.52,115.56,UPI,1087,4.1,3.5,1.0
23849,2026-05-08,Friday,0,20,Rainy,Hyderabad,Charminar,Jubilee Hills,Bike,10.65,25,144.84,21.3,123.54,Cash,1078,4.2,4.4,1.7
23850,2026-05-11,Monday,0,11,Rainy,Hyderabad,Dilsukhnagar,Kukatpally,SUV,19.26,46,462.24,134.82,327.42,Cash,1128,3.6,4.1,1.2
23851,2026-07-24,Friday,0,8,Sunny,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,Sedan,28.34,68,680.16,141.7,538.46,Cash,1009,4.1,3.2,1.5
23852,2026-03-02,Monday,0,17,Rainy,Hyderabad,Charminar,Madhapur,Mini,13.05,31,187.92,52.2,135.72,Debit Card,1218,4.6,3.1,1.2
23853,2026-02-18,Wednesday,0,21,Sunny,Hyderabad,Begumpet,LB Nagar,Sedan,14.17,34,340.08,70.85,269.23,Wallet,1068,4.8,3.3,1.5
23854,2025-10-18,Saturday,1,16,Sunny,Hyderabad,Jubilee Hills,LB Nagar,Auto,18.17,43,181.7,54.51,127.19,Cash,1061,3.6,4.0,1.0
23855,2026-04-05,Sunday,1,8,Sunny,Hyderabad,Charminar,Gachibowli,Bike,15.94,38,191.28,31.88,159.4,Credit Card,1060,3.7,4.5,1.5
23856,2025-08-10,Sunday,1,16,Rainy,Hyderabad,LB Nagar,Kukatpally,Sedan,23.13,55,444.1,115.65,328.45,Debit Card,1482,4.4,4.1,1.2
23857,2026-01-01,Thursday,0,11,Rainy,Hyderabad,Kukatpally,Dilsukhnagar,Auto,19.26,46,231.12,57.78,173.34,UPI,1494,4.4,4.4,1.2
23858,2025-12-15,Monday,0,18,Sunny,Hyderabad,Secunderabad,Banjara Hills,Mini,6.97,16,125.46,27.88,97.58,Cash,1497,3.7,4.2,1.5
23859,2025-10-22,Wednesday,0,18,Rainy,Hyderabad,Secunderabad,LB Nagar,Auto,11.9,28,202.3,35.7,166.6,Wallet,1125,4.4,3.3,1.7
23860,2026-07-30,Thursday,0,19,Sunny,Hyderabad,Secunderabad,Hitech City,Auto,12.87,30,193.05,38.61,154.44,Wallet,1481,4.9,4.9,1.5
23861,2026-02-12,Thursday,0,18,Cloudy,Hyderabad,Charminar,Rajiv Gandhi International Airport,Bike,14.26,34,171.12,28.52,142.6,UPI,1298,4.4,4.6,1.5
23862,2025-09-06,Saturday,1,20,Sunny,Hyderabad,Dilsukhnagar,Ameerpet,Sedan,11.12,26,266.88,55.6,211.28,Debit Card,1007,4.9,3.3,1.5
23863,2026-01-26,Monday,0,11,Cloudy,Hyderabad,LB Nagar,Madhapur,Sedan,20.51,49,328.16,102.55,225.61,Debit Card,1199,4.7,3.5,1.0
23864,2026-05-04,Monday,0,11,Cloudy,Hyderabad,Dilsukhnagar,Banjara Hills,Auto,10.3,24,103.0,30.9,72.1,Debit Card,1237,4.4,3.6,1.0
23865,2026-02-28,Saturday,1,8,Sunny,Hyderabad,Jubilee Hills,Secunderabad,Mini,9.72,23,174.96,38.88,136.08,UPI,1351,4.6,4.2,1.5
23866,2025-08-06,Wednesday,0,7,Rainy,Hyderabad,Begumpet,Charminar,Bike,9.16,21,87.94,18.32,69.62,Credit Card,1405,3.7,3.8,1.2
23867,2026-03-07,Saturday,1,18,Rainy,Hyderabad,Begumpet,Dilsukhnagar,Auto,10.36,24,176.12,31.08,145.04,Cash,1302,3.7,4.0,1.7
23868,2026-05-27,Wednesday,0,16,Rainy,Hyderabad,Banjara Hills,Jubilee Hills,Bike,4.07,9,39.07,8.14,30.93,Wallet,1498,3.9,3.5,1.2
23869,2026-06-29,Monday,0,1,Sunny,Hyderabad,Ameerpet,Banjara Hills,Sedan,2.92,7,46.72,14.6,32.12,UPI,1091,3.8,4.4,1.0
23870,2025-12-23,Tuesday,0,9,Sunny,Hyderabad,Charminar,Dilsukhnagar,Mini,5.37,12,96.66,21.48,75.18,Credit Card,1083,3.8,3.5,1.5
23871,2025-10-02,Thursday,0,23,Rainy,Hyderabad,Ameerpet,Dilsukhnagar,Sedan,11.12,26,213.5,55.6,157.9,Wallet,1140,4.7,4.3,1.2
23872,2025-08-20,Wednesday,0,10,Cloudy,Hyderabad,Dilsukhnagar,Hitech City,SUV,17.72,42,531.6,124.04,407.56,Wallet,1360,3.9,3.9,1.5
23873,2025-12-31,Wednesday,0,9,Rainy,Hyderabad,Uppal,Ameerpet,SUV,12.28,29,417.52,85.96,331.56,Wallet,1230,4.9,4.1,1.7
23874,2025-08-29,Friday,0,9,Rainy,Hyderabad,Uppal,Ameerpet,Auto,12.28,29,208.76,36.84,171.92,Debit Card,1387,4.5,3.6,1.7
23875,2026-01-20,Tuesday,0,14,Sunny,Hyderabad,Gachibowli,Kukatpally,SUV,8.1,19,162.0,56.7,105.3,Wallet,1239,4.8,3.6,1.0
23876,2026-05-26,Tuesday,0,20,Rainy,Hyderabad,Madhapur,LB Nagar,Sedan,20.51,49,557.87,102.55,455.32,Debit Card,1201,4.1,3.3,1.7
23877,2026-04-04,Saturday,1,2,Sunny,Hyderabad,Jubilee Hills,Uppal,Auto,16.42,39,164.2,49.26,114.94,Cash,1281,4.4,4.2,1.0
23878,2025-08-19,Tuesday,0,11,Sunny,Hyderabad,Jubilee Hills,Dilsukhnagar,Sedan,14.35,34,229.6,71.75,157.85,Cash,1105,3.9,4.7,1.0
23879,2025-12-18,Thursday,0,17,Cloudy,Hyderabad,Dilsukhnagar,Jubilee Hills,Sedan,14.35,34,229.6,71.75,157.85,UPI,1075,4.1,4.8,1.0
23880,2026-02-17,Tuesday,0,7,Cloudy,Hyderabad,Begumpet,Hitech City,Auto,9.51,22,95.1,28.53,66.57,Debit Card,1122,3.6,4.2,1.0
23881,2025-12-25,Thursday,0,21,Rainy,Hyderabad,Begumpet,LB Nagar,SUV,14.17,34,481.78,99.19,382.59,Debit Card,1135,4.6,4.8,1.7
23882,2025-09-08,Monday,0,7,Sunny,Hyderabad,Hitech City,LB Nagar,Auto,21.52,51,215.2,64.56,150.64,Wallet,1152,4.2,4.4,1.0
23883,2026-04-19,Sunday,1,7,Rainy,Hyderabad,Ameerpet,Begumpet,Sedan,2.08,4,39.94,10.4,29.54,Wallet,1475,3.9,4.2,1.2
23884,2026-05-18,Monday,0,11,Sunny,Hyderabad,Kukatpally,Secunderabad,Bike,12.12,29,96.96,24.24,72.72,Cash,1405,4.3,3.4,1.0
23885,2026-07-07,Tuesday,0,17,Sunny,Hyderabad,Miyapur,Madhapur,Auto,6.56,15,65.6,19.68,45.92,Wallet,1350,4.5,4.1,1.0
23886,2025-08-30,Saturday,1,8,Sunny,Hyderabad,Begumpet,Charminar,Mini,9.16,21,164.88,36.64,128.24,Cash,1161,4.0,4.3,1.5
23887,2026-02-27,Friday,0,18,Sunny,Hyderabad,Gachibowli,Begumpet,SUV,12.52,30,375.6,87.64,287.96,Cash,1386,4.5,3.5,1.5
23888,2025-11-04,Tuesday,0,7,Cloudy,Hyderabad,Kukatpally,LB Nagar,Bike,23.13,55,185.04,46.26,138.78,UPI,1418,4.4,3.2,1.0
23889,2026-04-30,Thursday,0,5,Sunny,Hyderabad,Jubilee Hills,Dilsukhnagar,Sedan,14.35,34,229.6,71.75,157.85,Credit Card,1008,4.6,3.2,1.0
23890,2026-06-23,Tuesday,0,19,Sunny,Hyderabad,Uppal,Rajiv Gandhi International Airport,SUV,22.93,55,687.9,160.51,527.39,Cash,1156,5.0,3.7,1.5
23891,2026-06-07,Sunday,1,17,Cloudy,Hyderabad,Miyapur,Rajiv Gandhi International Airport,Mini,29.45,70,353.4,117.8,235.6,Wallet,1043,3.9,3.0,1.0
23892,2026-07-09,Thursday,0,8,Cloudy,Hyderabad,Charminar,Gachibowli,Auto,15.94,38,239.1,47.82,191.28,Debit Card,1034,5.0,3.2,1.5
23893,2026-05-19,Tuesday,0,18,Sunny,Hyderabad,Miyapur,Secunderabad,Bike,16.36,39,196.32,32.72,163.6,Cash,1072,4.7,3.6,1.5
23894,2026-05-16,Saturday,1,22,Rainy,Hyderabad,Dilsukhnagar,Charminar,Bike,5.37,12,51.55,10.74,40.81,Wallet,1486,4.9,4.2,1.2
23895,2026-03-04,Wednesday,0,8,Cloudy,Hyderabad,Banjara Hills,Uppal,SUV,12.76,30,382.8,89.32,293.48,Wallet,1384,4.8,3.3,1.5
23896,2025-09-21,Sunday,1,19,Sunny,Hyderabad,Gachibowli,Begumpet,Sedan,12.52,30,300.48,62.6,237.88,Cash,1178,3.6,3.5,1.5
23897,2026-06-22,Monday,0,14,Sunny,Hyderabad,Secunderabad,Jubilee Hills,Sedan,9.72,23,155.52,48.6,106.92,Wallet,1403,4.8,4.6,1.0
23898,2026-01-26,Monday,0,19,Rainy,Hyderabad,Dilsukhnagar,Rajiv Gandhi International Airport,Sedan,17.46,41,474.91,87.3,387.61,Wallet,1184,4.9,4.3,1.7
23899,2026-05-14,Thursday,0,8,Sunny,Hyderabad,Charminar,LB Nagar,Bike,8.42,20,101.04,16.84,84.2,Cash,1272,5.0,4.2,1.5
23900,2026-07-16,Thursday,0,16,Rainy,Hyderabad,Rajiv Gandhi International Airport,Charminar,Sedan,14.26,34,273.79,71.3,202.49,UPI,1389,4.1,3.3,1.2
23901,2026-05-11,Monday,0,12,Rainy,Hyderabad,Miyapur,Madhapur,Auto,6.56,15,78.72,19.68,59.04,Credit Card,1375,4.0,4.2,1.2
23902,2026-05-01,Friday,0,18,Sunny,Hyderabad,Gachibowli,Begumpet,Sedan,12.52,30,300.48,62.6,237.88,Cash,1377,4.9,3.0,1.5
23903,2025-10-01,Wednesday,0,22,Cloudy,Hyderabad,Ameerpet,Hitech City,Bike,7.58,18,60.64,15.16,45.48,Debit Card,1467,3.6,4.4,1.0
23904,2026-07-04,Saturday,1,19,Sunny,Hyderabad,Uppal,Begumpet,Sedan,10.69,25,256.56,53.45,203.11,Wallet,1300,4.0,3.3,1.5
23905,2026-03-27,Friday,0,14,Sunny,Hyderabad,Uppal,Banjara Hills,Mini,12.76,30,153.12,51.04,102.08,Credit Card,1121,3.6,3.4,1.0
23906,2026-04-10,Friday,0,8,Sunny,Hyderabad,Kukatpally,Secunderabad,Bike,12.12,29,145.44,24.24,121.2,Debit Card,1018,4.2,3.5,1.5
23907,2025-10-11,Saturday,1,17,Sunny,Hyderabad,Miyapur,Kukatpally,SUV,4.62,11,92.4,32.34,60.06,UPI,1209,3.7,3.3,1.0
23908,2025-12-03,Wednesday,0,21,Rainy,Hyderabad,Charminar,Begumpet,Sedan,9.16,21,249.15,45.8,203.35,UPI,1080,3.9,3.1,1.7
23909,2026-01-03,Saturday,1,12,Rainy,Hyderabad,Madhapur,Begumpet,Bike,8.0,19,76.8,16.0,60.8,Wallet,1150,4.5,4.1,1.2
23910,2025-10-16,Thursday,0,20,Cloudy,Hyderabad,Miyapur,Uppal,Auto,23.8,57,357.0,71.4,285.6,Debit Card,1338,3.9,3.5,1.5
23911,2025-08-12,Tuesday,0,8,Rainy,Hyderabad,Kukatpally,Gachibowli,Bike,8.1,19,110.16,16.2,93.96,Wallet,1289,4.2,3.5,1.7
23912,2026-04-20,Monday,0,20,Cloudy,Hyderabad,Hitech City,Jubilee Hills,Auto,3.4,8,51.0,10.2,40.8,UPI,1198,4.0,3.9,1.5
23913,2026-06-05,Friday,0,13,Sunny,Hyderabad,Secunderabad,LB Nagar,Sedan,11.9,28,190.4,59.5,130.9,Cash,1108,4.9,3.8,1.0
23914,2025-10-16,Thursday,0,16,Rainy,Hyderabad,LB Nagar,Jubilee Hills,Bike,18.17,43,174.43,36.34,138.09,UPI,1494,4.0,4.4,1.2
23915,2025-10-30,Thursday,0,6,Rainy,Hyderabad,Ameerpet,Hitech City,Auto,7.58,18,90.96,22.74,68.22,Wallet,1021,4.6,3.3,1.2
23916,2025-12-15,Monday,0,9,Cloudy,Hyderabad,Ameerpet,Hitech City,SUV,7.58,18,227.4,53.06,174.34,UPI,1497,4.6,3.7,1.5
23917,2026-03-15,Sunday,1,10,Rainy,Hyderabad,Kukatpally,Rajiv Gandhi International Airport,SUV,28.34,68,963.56,198.38,765.18,Cash,1165,4.4,3.8,1.7
23918,2025-10-25,Saturday,1,17,Rainy,Hyderabad,Begumpet,Ameerpet,SUV,2.08,4,49.92,14.56,35.36,Debit Card,1170,3.6,3.1,1.2
23919,2026-05-31,Sunday,1,20,Sunny,Hyderabad,Secunderabad,Banjara Hills,Auto,6.97,16,104.55,20.91,83.64,Wallet,1296,4.9,4.7,1.5
23920,2026-01-11,Sunday,1,21,Cloudy,Hyderabad,Secunderabad,Miyapur,Bike,16.36,39,196.32,32.72,163.6,Debit Card,1017,4.4,4.1,1.5
23921,2026-05-23,Saturday,1,9,Sunny,Hyderabad,Begumpet,Banjara Hills,Bike,4.54,10,54.48,9.08,45.4,Debit Card,1495,4.0,3.5,1.5
23922,2026-07-14,Tuesday,0,11,Cloudy,Hyderabad,Begumpet,Kukatpally,Mini,9.08,21,108.96,36.32,72.64,Credit Card,1187,4.0,4.7,1.0
23923,2025-09-27,Saturday,1,19,Rainy,Hyderabad,Gachibowli,Hitech City,Auto,3.03,7,51.51,9.09,42.42,Credit Card,1437,4.6,4.3,1.7
23924,2026-05-07,Thursday,0,10,Rainy,Hyderabad,Jubilee Hills,Kukatpally,Sedan,6.93,16,188.5,34.65,153.85,Wallet,1038,3.9,4.5,1.7
23925,2026-04-18,Saturday,1,23,Cloudy,Hyderabad,Madhapur,Hitech City,Auto,1.61,3,16.1,4.83,11.27,Credit Card,1353,4.0,4.2,1.0
23926,2025-12-01,Monday,0,9,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Charminar,Auto,14.26,34,213.9,42.78,171.12,Wallet,1134,5.0,3.4,1.5
23927,2025-10-20,Monday,0,13,Sunny,Hyderabad,Ameerpet,Charminar,Auto,8.86,21,88.6,26.58,62.02,Wallet,1120,4.2,4.4,1.0
23928,2026-06-21,Sunday,1,15,Rainy,Hyderabad,Rajiv Gandhi International Airport,Secunderabad,Auto,23.27,55,279.24,69.81,209.43,Credit Card,1017,4.4,3.7,1.2
23929,2026-03-25,Wednesday,0,12,Cloudy,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Mini,22.89,54,274.68,91.56,183.12,Wallet,1197,4.4,4.0,1.0
23930,2026-04-26,Sunday,1,13,Cloudy,Hyderabad,Madhapur,Jubilee Hills,Auto,2.4,5,24.0,7.2,16.8,Cash,1450,4.3,4.7,1.0
23931,2026-01-07,Wednesday,0,12,Rainy,Hyderabad,Jubilee Hills,Ameerpet,Mini,4.41,10,63.5,17.64,45.86,Cash,1268,4.9,4.5,1.2
23932,2026-02-15,Sunday,1,20,Cloudy,Hyderabad,Jubilee Hills,Kukatpally,Bike,6.93,16,83.16,13.86,69.3,Cash,1384,3.9,5.0,1.5
23933,2025-11-09,Sunday,1,7,Cloudy,Hyderabad,Secunderabad,Dilsukhnagar,Sedan,8.35,20,133.6,41.75,91.85,Wallet,1460,3.9,3.6,1.0
23934,2026-07-28,Tuesday,0,19,Rainy,Hyderabad,Dilsukhnagar,LB Nagar,Auto,3.88,9,65.96,11.64,54.32,Debit Card,1263,4.6,4.9,1.7
23935,2026-01-19,Monday,0,10,Rainy,Hyderabad,Gachibowli,Hitech City,Bike,3.03,7,41.21,6.06,35.15,Credit Card,1098,3.7,3.0,1.7
23936,2026-06-09,Tuesday,0,18,Rainy,Hyderabad,Jubilee Hills,Kukatpally,Auto,6.93,16,117.81,20.79,97.02,Credit Card,1131,3.6,4.7,1.7
23937,2026-05-24,Sunday,1,6,Cloudy,Hyderabad,Uppal,Secunderabad,Auto,7.48,17,74.8,22.44,52.36,Credit Card,1039,4.2,3.8,1.0
23938,2026-01-19,Monday,0,8,Cloudy,Hyderabad,Miyapur,Charminar,Bike,19.56,46,234.72,39.12,195.6,Wallet,1112,4.6,4.6,1.5
23939,2026-06-16,Tuesday,0,21,Sunny,Hyderabad,Dilsukhnagar,Gachibowli,SUV,20.28,48,608.4,141.96,466.44,Wallet,1344,4.8,3.4,1.5
23940,2026-07-28,Tuesday,0,0,Rainy,Hyderabad,Madhapur,Banjara Hills,SUV,6.43,15,154.32,45.01,109.31,Cash,1224,3.7,4.8,1.2
23941,2025-08-30,Saturday,1,8,Cloudy,Hyderabad,Uppal,Begumpet,Auto,10.69,25,160.35,32.07,128.28,Wallet,1181,3.7,5.0,1.5
23942,2026-03-22,Sunday,1,22,Sunny,Hyderabad,Ameerpet,Rajiv Gandhi International Airport,Auto,21.92,52,219.2,65.76,153.44,UPI,1141,4.6,4.6,1.0
23943,2025-08-04,Monday,0,21,Cloudy,Hyderabad,Hitech City,Uppal,Mini,19.77,47,355.86,79.08,276.78,UPI,1192,4.1,4.6,1.5
23944,2026-06-08,Monday,0,11,Sunny,Hyderabad,Rajiv Gandhi International Airport,Kukatpally,SUV,28.34,68,566.8,198.38,368.42,Cash,1323,4.0,3.7,1.0
23945,2025-08-12,Tuesday,0,22,Cloudy,Hyderabad,Begumpet,Rajiv Gandhi International Airport,Mini,22.89,54,274.68,91.56,183.12,UPI,1042,4.5,4.1,1.0
23946,2026-05-24,Sunday,1,18,Sunny,Hyderabad,Banjara Hills,Rajiv Gandhi International Airport,Bike,19.1,45,229.2,38.2,191.0,Cash,1111,4.8,4.0,1.5
23947,2026-07-16,Thursday,0,6,Cloudy,Hyderabad,Kukatpally,Gachibowli,Sedan,8.1,19,129.6,40.5,89.1,Debit Card,1446,4.8,5.0,1.0
23948,2026-07-14,Tuesday,0,23,Sunny,Hyderabad,LB Nagar,Madhapur,Mini,20.51,49,246.12,82.04,164.08,Debit Card,1099,4.0,3.3,1.0
23949,2025-12-17,Wednesday,0,23,Rainy,Hyderabad,Hitech City,LB Nagar,Sedan,21.52,51,413.18,107.6,305.58,Credit Card,1240,4.9,3.4,1.2
23950,2025-12-06,Saturday,1,7,Cloudy,Hyderabad,Miyapur,Dilsukhnagar,SUV,22.84,54,456.8,159.88,296.92,Cash,1089,5.0,4.4,1.0
23951,2025-12-13,Saturday,1,13,Cloudy,Hyderabad,Kukatpally,Secunderabad,SUV,12.12,29,242.4,84.84,157.56,UPI,1173,3.9,3.1,1.0
23952,2026-03-27,Friday,0,21,Cloudy,Hyderabad,Rajiv Gandhi International Airport,Uppal,Sedan,22.93,55,550.32,114.65,435.67,UPI,1049,4.5,3.5,1.5
